,val_loss,val_categorical_accuracy,val_perplexity,loss,categorical_accuracy,perplexity
0,6.531913161277771,0.07413888908922672,885.2938639322916,6.84985709421843,0.054989212503035866,1110.6429387064813
1,6.146112660566966,0.12463888960580032,2448.3382555643716,6.421273887350336,0.10376699025287597,668.857060602182
2,5.827989459037781,0.15833333445092043,711.5939610799154,6.038031931448137,0.13900107921712992,564.0717373449826
3,5.612853070100148,0.1717083336164554,660.6726570129395,5.780882931064248,0.15829881290305395,479.95048626649725
4,5.516443371772766,0.17975000105798244,6159.376720428467,5.582107696718382,0.17212837109866652,415.36635537749356
5,5.369648039340973,0.19191666692495346,696.5717837015787,5.425872762612155,0.1835846818959443,373.11317957412075
6,5.291183352470398,0.19859722256660461,729.6718953450521,5.298289860722316,0.19329018297704678,340.57517472054195
7,5.252721627553304,0.2033472222586473,1740.4619255065918,5.190256575550462,0.20111650479264243,314.6118394178866
8,5.168843328952789,0.20991666552921137,845.8962237040201,5.09610189511938,0.20751132640059325,292.64598868657083
9,5.141780952612559,0.21218055548767248,889.1341590881348,5.01292977286774,0.21325674209394116,273.2179859741606
10,5.112316469351451,0.21526388948162398,2031.9918060302734,4.937928409638142,0.2173764833933327,255.6516597216955
11,5.054212768872579,0.21956944465637207,960.4661712646484,4.868818059322518,0.2213300974816566,240.1951456162536
12,5.033965110778809,0.22165277848641077,1027.5778325398762,4.804655032636278,0.22509492957862065,227.79826621638918
13,5.012942930062612,0.22433333471417427,1112.4976119995117,4.74722047994052,0.22869255632451438,215.97811134116162
14,5.010851959387462,0.224319443727533,1178.573226928711,4.688761880868461,0.23230204998868184,203.66644635246794
15,5.007895290851593,0.22688888820509115,1284.1140263875325,4.6378213880903125,0.23456850064418078,192.99425790533664
16,4.99186893304189,0.22711111108462015,1425.0386606852214,4.587328194028737,0.23752858675413532,185.9818123135366
17,4.9913482666015625,0.22925000078976154,29973.04756418864,4.5442893366211825,0.2399029127988229,178.56040942244545
18,4.977578600247701,0.23140277651449045,1476.6528778076172,4.499131373988772,0.24226968757157186,172.41983609986536
19,4.97198349237442,0.2327222221841415,1555.9992955525715,4.451883286719955,0.24541855388860487,165.56575051711988
20,5.026168406009674,0.23005555445949236,147259.57720184326,4.410309685086741,0.2476116497443332,159.97209377350543
21,4.966839492321014,0.23413888861735663,1692.5125986735027,4.3683409953194525,0.25037648294928777,154.66520206982264
22,5.010127941767375,0.22955555530885854,1804.9613825480144,4.3257988525440005,0.2529805824401695,149.1223100088175
23,5.0369685888290405,0.23191666727264723,30842.590245564777,4.287080780973712,0.2551165043246785,144.66266311102314
24,4.964708864688873,0.2359861135482788,1926.0138041178386,4.250743531100572,0.2571251347516347,140.90908171521036
25,5.005592366059621,0.23463888838887215,2095.598098754883,4.215393479973753,0.2596062564058983,137.8603673397916
26,5.070145169893901,0.23197222128510475,12296.700398763021,4.1798553543954995,0.261466019603041,134.06445053248729
27,5.002266804377238,0.23618055445452532,2290.6535847981772,4.149659932238384,0.26330528555371613,130.3720994227141
28,5.00269228219986,0.23690277834733328,2368.8267720540366,4.11917746645733,0.26480906198711457,127.16545179052261
29,5.079042752583821,0.2346388896306356,67295.00603739421,4.087288628118324,0.2674735701585665,125.59965462051935
